Tech Source,Tech Relation,API Source,Source Name,Title,Author,Label,Source Description,Source Content,Publish Date
social media,children,NewsAPI,TweakTown,US Surgeon General drops big warning for 13-year-olds and their phones,Jak Connor,In Society,The US Surgeon General has said allowing children to use social media at the age of thirteen is too young and often does them a disservice. Continue reading at TweakTown >,"In a growing field that studies the effects of social media use on teenagers and adolescents, the US Surgeon General has given his thoughts on what age is appropriate for children to use social media… [+2844 chars]",2023-01-31T11:32:03Z
social media,children,NewsAPI,Daily Mail,Should social media be BANNED for children under 13?,"Mansur Shaheen, Vanessa Serna",Mental Health,Surgeon General Vivek Murthy warned Sunday to CNN that children under 16 should not be allowed on social media. The apps have been linked to a multitude of mental health issues.,"Surgeon General Vivek Murthy warned Sunday that children under 16 should not be allowed on social media.
He said websites such as TikTok and Instagram distort children's sense of self and make them … [+2927 chars]",2023-01-30T21:47:13Z
social media,children,NewsAPI,New York Post,Surgeon General warns 13 is too young for children to be on social media,Richard Pollina,Mental Health,"Murthy believes that social media can cause adolescents a ""distorted' sense of self during their curricle developmental years.","Pause those downloads. 
Surgeon General Vivek Murthy warned that children join social media too early and believe they should only be allowed to access the platforms once they’re between 16 and 18.… [+3528 chars]",2023-01-30T10:04:55Z
social media,children,NewsAPI,Activistpost.com,New Research Reveals “more screen time at age two leads to poorer communication and daily living skills by age four”,Activist Post,In Society,"By B.N. Frank Recently there has been much media coverage about social media use being harmful to children and teens.  Lawsuits have been filed against...
New Research Reveals “more screen time at age two leads to poorer communication and daily living skills …","By B.N. Frank
Recently there has been much media coverage about social media use being harmful to children and teens.  Lawsuits have been filed against social media companies including by an America… [+4942 chars]",2023-01-25T17:22:22Z
social media,children,NewsAPI,Firstpost,"The new idiot box: Long hours on social media alters the brain in children and young teens, makes them dull",Mehul Reuben Das,Mental Health,"A study by the University of North Carolina has revealed that habitual usage of social media like Instagram, Facebook, and Snapchat alters the brain in children and young teens. Studies also shows prolonged usage makes people dull.","Mehul Reuben DasJan 06, 2023 20:07:41 IST
It seems that we finally have scientific, empirical proof of what many people have believed in for years now –  that social media has a very adverse effect … [+4024 chars]",2023-01-06T14:33:40Z
social media,children,NewsAPI,CBC News,Child luring and exploitation through Snapchat is on the rise. Here's what you should look out for,Isha Bhargava,In Society,Law enforcement and government officials say they've seen an increase in social media platforms such as Snapchat being used to lure and sexually exploit children and youth since the start of the COVID-19 pandemic.,"Law enforcement and government officials say they've seen an increase in social media platforms such as Snapchat being used to lure and sexually exploit children and youth since 2020.
They believe t… [+7710 chars]",2023-01-24T10:00:00Z
social media,children,NewsAPI,Biztoc.com,Parents See Social Media As Major Distraction,mediapost.com,Mental Health,"Seattle Public Schools this month sued the social media companies behind TikTok, Instagram, Facebook, YouTube and Snapchat, claiming that they’re not doing enough to safeguard children from their possibly negative effects on mental health. Social media compan…","Seattle Public Schools this month sued the social media companies behind TikTok, Instagram, Facebook, YouTube and Snapchat, claiming that theyre not doing enough to safeguard children from their poss… [+237 chars]",2023-01-16T15:52:12Z
social media,children,NewsAPI,Biztoc.com,"U.K. to Toughen New Social-Media Law, Threatening CEOs With Jail Time",wsj.com,In Society,The U.K.’s Online Safety Bill aims to better protect adults and children from viewing certain online content. LONDON—British legislators are set to approve a draft of a extensive new social-media bill that could see the chief executives of major tech firms he…,"The U.K.s Online Safety Bill aims to better protect adults and children from viewing certain online content.
LONDONBritish legislators are set to approve a draft of a extensive new social-media bill… [+236 chars]",2023-01-17T14:26:07Z
social media,children,NewsAPI,Biztoc.com,"Prosecute tech chiefs who endanger children, says Molly Russell’s father",theguardian.com,In Society,"Molly Russell’s father has called for a stronger UK online safety bill, including criminal sanctions for tech executives who endanger children’s wellbeing, after criticising social media platforms’ responses to a coroner’s report on his daughter’s death. Ian …","Molly Russells father has called for a stronger UK online safety bill, including criminal sanctions for tech executives who endanger childrens wellbeing, after criticising social media platforms resp… [+320 chars]",2023-01-16T07:06:05Z
social media,children,NewsAPI,Biztoc.com,"One Third Of Young Children Have Been Harassed On YouTube, Study Says",mediapost.com,In Society,"According to consumer privacy and security company ExpressVPN, YouTube may be one of the worst social-media platforms for child harassment. A new survey found that well over a third of children in the U.S. (43%) acknowledged they had experienced harassment on…","According to consumer privacy and security company ExpressVPN, YouTube may be one of the worst social-media platforms for child harassment.A new survey found that well over a third of children in the… [+312 chars]",2023-01-27T16:08:20Z
social media,children,NewsAPI,Biztoc.com,Children disliking how they look is a natural stage of growing up | Letters,theguardian.com,Mental Health,"There is nothing new about preteens and teenagers being unhappy about the way they look (Social media triggers children to dislike their own bodies, says study, 1 January). I can clearly recall experiencing an intense dislike of my body and face at that age, …","There is nothing new about preteens and teenagers being unhappy about the way they look (Social media triggers children to dislike their own bodies, says study, 1 January).
I can clearly recall expe… [+402 chars]",2023-01-03T18:30:15Z
social media,children,NewsAPI,The Times of India,Seattle schools sue tech giants over social media harm,AP,Mental Health,Seattle Public Schools filed the lawsuit Friday in US District Court. The 91-page complaint says the social media companies have created a public nuisance by targeting their products to children.,"The public school district in Seattle has filed a novel lawsuit against the tech giants behind TikTok, Instagram, Facebook, YouTube and Snapchat, seeking to hold them accountable for the mental healt… [+2768 chars]",2023-01-08T12:50:58Z
social media,teens,NewsAPI,Boing Boing,Surgeon General says social media is bad for young teens' health,Rob Beschizza,In Society,"Kids shouldn't be on social media, says U.S. Surgeon General Vivek Murthy, in a near-perfect example of something everyone knows is obviously true but no-one will even pretend to do something about.




Meta, Twitter, and a host of other social media giants c…","Kids shouldn't be on social media, says U.S. Surgeon General Vivek Murthy, in a near-perfect example of something everyone knows is obviously true but no-one will even pretend to do something about.M… [+662 chars]",2023-01-30T16:40:17Z
social media,teens,NewsAPI,BBC News,Andrew Tate: Romanian teens explain how he approached them on social media,https://www.facebook.com/bbcnews,In Society,Romanian teens reveal how the Tate brothers used a set formula to approach them in private messages.,"Daria Gusa was 16 and still at school, when she says she received a private message on Instagram from Andrew Tate, a high-profile influencer almost 20 years older than her.
""It just read 'Romanian g… [+5631 chars]",2023-01-20T06:17:05Z
social media,teens,NewsAPI,Slashdot.org,FBI Probes Snapchat's Role In Fentanyl Poisoning Deaths,BeauHD,In Society,Federal agencies are questioning Snapchat's role in the spread and sale of fentanyl-laced pills in the United States as part of a broader probe into the deadly counterfeit drugs crisis. The Los Angeles Times reports: FBI agents and Justice Department attorney…,FBI agents and Justice Department attorneys are zeroing in on fentanyl poisoning cases where the sales were arranged to young buyers via Snapchat [...]. The agents have interviewed parents of childre… [+2449 chars],2023-01-26T01:00:00Z
social media,teens,NewsAPI,Psychology Today,Social Media Often Makes Teens Feel Even More Alone,"Douglas Newton M.D., M.P.H.",Mental Health,"Teenagers think social media connects them with others, but it often makes them feel even more anxious and alone.","Screen time understandably spikes during the holidays when kids are off from school. And for many teenagers, most of this screen time is spent on social media. There are many reasons young people nee… [+6692 chars]",2023-01-18T19:52:59Z
social media,teens,NewsAPI,The Indian Express,Survey finds half of teen participants were exposed to porn by the age of 13,Tech Desk,In Society,38% of the teens who viewed porn intentionally did it on social media like TikTok and Instagram.,"A new survey has shed light on the exposure teenagers have to pornography. According to a new survey, three-fourths of teenagers say they have watched porn online and over half say they were exposed … [+1932 chars]",2023-01-14T15:32:11Z
social media,teens,NewsAPI,Forbes,Social Media’s Toll On Tweens And Teens Hits A Boiling Point For Educators And Legislators,"Helen Lee Bouygues, Contributor, 
 Helen Lee Bouygues, Contributor
 https://www.forbes.com/sites/helenleebouygues/",In Society,"The United States’ piecemeal policy approach to social media creates a void that parents, educators, and lawyers are trying to fill. It’s past time for federal officials to craft policies that both protect the use of social media while better managing its pot…",People are launching locally-led and individual efforts to hold social media platforms accountable ... [+] in the absence of any clear U.S. federal policy or oversight (Photo by Jaap Arriens/NurPhoto… [+5793 chars],2023-01-27T16:46:57Z
social media,teens,NewsAPI,Axios,Lawsuit pushes addiction case against social media firms,Ashley Gold,In Society,"A major new federal lawsuit playing out this winter argues that social media platforms are ""defective"" products that can be held legally responsible for harms they cause to younger users.Why it matters: Plaintiffs in the more than 100 cases that have been con…","A major new federal lawsuit playing out this winter argues that social media platforms are ""defective"" products that can be held legally responsible for harms they cause to younger users.
Why it mat… [+4710 chars]",2023-01-11T11:00:53Z
social media,teens,NewsAPI,Deseret News,Teens and tech: Why is Big Tech like Big Tobacco? | Opinion - Deseret News,"Brad Wilcox, Riley Peterson",Mental Health,A mounting body of evidence suggests that social media contributes to the skyrocketing rates of anxiety and depression among teens. Utah is poised to step in,"Imagine if a man in a white panel van pulled up in your neighborhood and began enticing teens to look at pictures and videos featuring drug use, pornography and a range of other antisocial activities… [+7556 chars]",2023-01-18T16:48:15Z
social media,teens,NewsAPI,HYPEBEAST,Instagram Now Has a Quiet Mode,info@hypebeast.com (Hypebeast),In Society,"Instagram has launched a new Quiet Mode to help users focus and encourage them to set boundaries with their social media usage.Once the feature is turned on, users will not receive notifications, and their activity status will signal that they are ""in quiet m…","Instagram has launched a new Quiet Mode to help users focus and encourage them to set boundaries with their social media usage.
Once the feature is turned on, users will not receive notifications, a… [+1187 chars]",2023-01-22T15:38:41Z
social media,teens,NewsAPI,Independent,"Teens who frequently check social media may experience brain development changes, study warns",Vishwam Sankaran,Mental Health,‘Children who grow up checking social media are becoming hypersensitive to feedback from peers’,"Sign up for a full digest of all the best opinions of the week in our Voices Dispatches email
Sign up to our free weekly Voices newsletter
Frequent habitual checking of social media by adolescents … [+3215 chars]",2023-01-04T07:43:04Z
social media,teens,NewsAPI,Fark.com,"Police are at a loss to explain why teens have apparently been randomly chopping down trees in people's yards, and hypothesize it must be one of those social-media challenges [Strange]",,In Society,"Police are at a loss to explain why teens have apparently been randomly chopping down trees in people's yards, and hypothesize it must be one of those social-media challenges","<li>Links are submitted by members of the Fark community.
</li><li>When community members submit a link, they also write a custom headline for the story.
</li><li>Other Farkers comment on the links… [+177 chars]",2023-01-24T23:50:16Z
social media,teens,NewsAPI,International Business Times,13 'Too Early' For Social Media; Tips For Guiding Kids On The Platforms,Athena Chan,In Society,The data from a 2022 survey of American teens aged 13 to 17 revealed that TikTok and Youtube are the most popular platforms among teens.,"KEY POINTS
<ul><li>Surgeon General Vivek Murthy said that age13 is too young for kids to be on social media</li><li>Previous survey shows 54% of teens said it would be 'somewhat hard' to quit social… [+4472 chars]",2023-01-30T03:22:47Z
social media,teens,NewsAPI,Breitbart News,The Danger of TikTok: Study Shows Social Media Use Changes the Brains of Teenagers,"Lucas Nolan, Lucas Nolan",Mental Health,"A recent study by psychologists shows that the regular use of social media is linked to changes in the brains of teenagers. This is especially troubling in light of the fact that the most popular social media platform for American teenagers is China's TikTok,…",A recent study by psychologists shows that the regular use of social media is linked to changes in the brains of teenagers. This is especially troubling in light of the fact that the most popular soc… [+5692 chars],2023-01-04T18:16:12Z
social media,teens,NewsAPI,The Boston Globe,"Social media use is linked to brain changes in teens, research finds",Ellen Barry,Mental Health,The study is among the first attempts to capture changes to brain function correlated with social media use over a period of years.,"The study, published Tuesday in JAMA Pediatrics, is among the first attempts to capture changes to brain function correlated with social media use over a period of years.
The study has important lim… [+4504 chars]",2023-01-03T20:36:31Z
social media,teens,NewsAPI,CNN,"Does your teen check their social media every hour? It could impact their brain, study finds",Madeline Holcombe,Mental Health,"Teens are prone to social media use, and much of their interaction with peers takes place online — but those habits may be impacting their development. A new study found adolescents who checked their social media frequently were more sensitive to feedback.","Frequent use of social media could be reshaping how adolescents brains develop, a new study found.
Those who checked their platforms more often were more likely to be sensitive to general social rew… [+3983 chars]",2023-01-03T19:25:01Z
social media,teens,NewsAPI,Minneapolis Star Tribune,"Social media use is linked to brain changes in teens, research finds",Ellen Barry,Mental Health,"Results showed that ""teens who grow up checking social media more often are becoming hypersensitive to feedback from their peers.""",The effect of social media use on children is a fraught area of research as parents and policymakers try to ascertain the results of a vast experiment already in full swing. Successive studies have a… [+6703 chars],2023-01-03T21:34:52Z
social media,teens,NewsAPI,New York Post,Teens who don’t sleep at higher risk for deadly disease: study,Brooke Kato,Mental Health,"Researchers blamed ""insufficient"" or ""disturbed"" sleep in teenagers on physical, mental and social changes, as well as ""social media use.""","The days of pulling all-nighters might be over.
Teens who don’t sleep enough could be at risk for a life-threatening illness, a new study suggests.
Researchers from Stockholm University in Sweden d… [+3712 chars]",2023-01-27T23:22:24Z
social media,teens,NewsAPI,Activistpost.com,New Research Reveals “more screen time at age two leads to poorer communication and daily living skills by age four”,Activist Post,In Society,"By B.N. Frank Recently there has been much media coverage about social media use being harmful to children and teens.  Lawsuits have been filed against...
New Research Reveals “more screen time at age two leads to poorer communication and daily living skills …","By B.N. Frank
Recently there has been much media coverage about social media use being harmful to children and teens.  Lawsuits have been filed against social media companies including by an America… [+4942 chars]",2023-01-25T17:22:22Z
social media,teens,NewsAPI,Firstpost,"The new idiot box: Long hours on social media alters the brain in children and young teens, makes them dull",Mehul Reuben Das,Mental Health,"A study by the University of North Carolina has revealed that habitual usage of social media like Instagram, Facebook, and Snapchat alters the brain in children and young teens. Studies also shows prolonged usage makes people dull.","Mehul Reuben DasJan 06, 2023 20:07:41 IST
It seems that we finally have scientific, empirical proof of what many people have believed in for years now –  that social media has a very adverse effect … [+4024 chars]",2023-01-06T14:33:40Z
social media,teens,NewsAPI,Biztoc.com,"Discord acquires Gas, a compliments-based social media app for teens",techcrunch.com,In Society,"The messaging platform Discord announced its acquisition of Gas, an app that’s popular among teens for its positive spin on social media. On Gas, users sign up with their school, add friends, and answer polls about their classmates. But the questions in the p…","The messaging platform Discord announced its acquisition of Gas, an app thats popular among teens for its positive spin on social media.On Gas, users sign up with their school, add friends, and answe… [+288 chars]",2023-01-17T21:42:04Z
social media,teens,NewsAPI,Livemint,Meta bans ads targeted teens based on gender,AFP,In Society,"Beginning in February, the social media giant said advertisers, the source of the company's massive revenues, would only be able to use age and location when targeting ads at teens globally.","Meta, owner of Instagram and Facebook, on Tuesday said it will stop allowing advertisers to target ads at teens based on gender, as it fights accusations that its platforms are harmful to young users… [+2294 chars]",2023-01-10T23:22:47Z
social media,teens,NewsAPI,Biztoc.com,$40k a post within three months of fame: Welcome to the world of the influencer,fortune.com,In Society,"Press trips, glitzy parties, free products and massive fees. It’s no wonder a career in social media is now the dream job for the majority of American teens. Yet in between the highlights are some very real-world concerns: longevity, ethics and authenticity. …","Press trips, glitzy parties, free products and massive fees. Its no wonder a career in social media is now the dream job for the majority of American teens. Yet in between the highlights are some ver… [+321 chars]",2023-01-21T10:08:18Z
social media,teens,NewsAPI,Biztoc.com,"$40k a post within three months of fame: Welcome to the world of the influencer, the most sought-after career which can ‘vanish overnight’",yahoo.com,In Society,"Press trips, glitzy parties, free products and massive fees. It's no wonder a career in social media is now the dream job for the majority of American teens. Yet in between the highlights are some very real-world concerns: longevity, ethics and authenticity. …","Press trips, glitzy parties, free products and massive fees. It's no wonder a career in social media is now the dream job for the majority of American teens. Yet in between the highlights are some ve… [+317 chars]",2023-01-22T10:02:04Z
social media,teens,NewsAPI,CNBC,Discord is paying for teens to give each other compliments,Kaitlin Balasaygun,In Society,"Social media company Discord acquired Gas this week, a fast-growing startup that is designed around teens giving each other compliments.","We've been here and done this before when it comes to social media: a new, fast-growing app is providing a way for online users to share inspiration and encouragement. At some point in most social me… [+6148 chars]",2023-01-19T18:08:19Z
social media,teens,NewsAPI,WGN TV Chicago,"Republican congressman calls for nationwide social media ban for kids, teens",Alexandra Limon,In Society,"A Republican congressman says social media is so harmful for kids and teens that they should be banned from using it, just like kids aren't allowed to drink or smoke.","WASHINGTON (Nexstar) A Republican congressman says social media is so harmful for kids and teens that they should be banned from using it, just like kids aren’t allowed to drink or smoke.
Congressma… [+1773 chars]",2023-01-26T21:11:41Z
social media,teens,NewsAPI,Freerepublic.com,Perspective: It’s time to treat Big Tech like Big Tobacco,Deseret News,Mental Health,Perspective: It’s time to treat Big Tech like Big TobaccoA mounting body of evidence suggests that social media contributes to the skyrocketing rates of anxiety and depression among teens. Utah is poised to step inImagine if a man in a white panel van pulled …,"Skip to comments.
Perspective: Its time to treat Big Tech like Big TobaccoDeseret News ^
 | Jan 18, 2023
 | Brad Wilcox and Riley Peterson
Posted on 01/19/2023 10:12:36 AM PST by Heartlander
A m… [+9507 chars]",2023-01-19T18:12:36Z
social media,teens,NewsAPI,TechCrunch,"Discord acquires Gas, a compliments-based social media app for teens",Amanda Silberling,In Society,"The messaging platform Discord announced its acquisition of Gas, an app that’s popular among teens for its positive spin on social media. On Gas, users sign up with their school, add friends, and answer polls about their classmates. But the questions in the p…","The messaging platform Discord announced its acquisition of Gas, an app that’s popular among teens for its positive spin on social media.
On Gas, users sign up with their school, add friends, and an… [+2551 chars]",2023-01-17T21:30:51Z
social media,teens,NewsAPI,New Zealand Herald,"Teens, mental health and social media: ‘People don’t understand how toxic it is’",Alex Spence,Mental Health,She turned to social media for help with mental illness but fell down a dark rabbit hole.,"With more teens experiencing depression, anxiety, self-harm, and other mental health problems, the amount of content dedicated to these issues on social media has exploded. This can be a source of su… [+23389 chars]",2023-01-20T16:00:00Z
social media,teens,NewsAPI,Slashdot.org,Social Media and Teens – The Good and the Bad,Kanika9099,In Society,"Social Media today is a colossal wealth for teenagers, and its effect on their lives depends on how well they use it. YouTube, Instagram, and Snapchat are the most popular online platforms among teens. One instance of how the technological environment for you…",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2023-01-03T11:30:29Z
social media,teens,NewsAPI,PCMag.com,Instagram Gets a New 'Quiet Mode' To Cut Down on Social Media Overload,Michael Kan,Education,"The new mode was created on feedback from teens, who say the social media service can distract them from their studies.
To help people focus on their lives and not social media, Instagram is releasing a new “Quiet mode,” which can temporarily pause incoming n…","To help people focus on their lives and not social media, Instagram is releasing a new Quiet mode, which can temporarily pause incoming notifications. 
On Thursday, Instagram began rolling out the f… [+2112 chars]",2023-01-19T15:42:09Z
social media,teens,NewsAPI,The Straits Times,"Social media use is linked to brain changes in teens, research finds",cue,Mental Health,"Teens who habitually check their social media are hypersensitive to feedback from their peers.
 Read more at straitstimes.com.","NEW YORK - The effect of social media use on children is a fraught area of research as parents and policymakers try to ascertain the results of a vast experiment already in full swing.
A new study b… [+2349 chars]",2023-01-03T18:32:42Z
social media,teens,NewsAPI,PCMag.com,Instagram Gets a New 'Quiet Mode' To Cut Down on Social Media Overload,Michael Kan,Education,"The new mode was created on feedback from teens, who say the social media service can distract them from their studies.
To help people focus on their lives and not social media, Instagram is releasing a new “Quiet mode,” which can temporarily pause incoming n…","To help people focus on their lives and not social media, Instagram is releasing a new Quiet mode, which can temporarily pause incoming notifications. 
On Thursday, Instagram began rolling out the f… [+2112 chars]",2023-01-20T11:40:59Z
social media,teens,NewsAPI,Wnd.com,Social media is influencing teens to adopt mental illness identities,WND News Services,Mental Health,(DAILY WIRE) – Researchers have examined the troubling trend of teens self-diagnosing mental illness through social media.  A new paper published earlier this month in Comprehensive Psychiatry proposed that “social contagion” through prolonged social media us…,"(DAILY WIRE) Researchers have examined the troubling trend of teens self-diagnosing mental illness through social media. 
A new paper published earlier this month in Comprehensive Psychiatry propose… [+697 chars]",2023-01-20T19:27:37Z
social media,teens,NewsAPI,Slashdot.org,Discord is paying for teens to give each other compliments - CNBC,feedfeeder,In Society,Discord is paying for teens to give each other complimentsCNBC Is the Gas App Safe? Here's What You Need to KnowEducation Week Gas was exploding so Discord bought itPC Gamer This social media app for giving compliments is going viral among teensBusiness Today…,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,2023-01-20T09:32:42Z
social media,mental health,NewsAPI,Psychology Today,Mental Health Resolutions: How to Connect With Youth,Michael L. Birnbaum M.D.,Mental Health,"By using social media and the Internet, we can help our youth get the help they need to address their mental health.","Every year, by the time February rolls around, studies have shown that 80 percent of our new year's resolutions have fallen by the wayside. Beyond the obvious ones like working out or eating healthie… [+2509 chars]",2023-01-12T16:08:48Z
social media,mental health,NewsAPI,Axios,Social media's effects on teen mental health comes into focus,Jennifer A. Kingson,Mental Health,"Experts are increasingly warning of a connection between heavy social media use and mental health issues in children — a hot topic now driving major lawsuits against tech giants. Why it matters: Seattle Public Schools' recently filed lawsuit against TikTok, M…","Experts are increasingly warning of a connection between heavy social media use and mental health issues in children a hot topic now driving major lawsuits against tech giants. 
Why it matters: Seat… [+4637 chars]",2023-01-11T10:45:34Z
social media,mental health,NewsAPI,VOA News,US Schools Start Legal Actions against Social Media Companies,VOA Learning English,Mental Health,"Like lawsuits against tobacco and oil companies, public bodies are hoping to hold social media companies accountable for the rise in teen mental health problems.","Social media companies are facing legal action seeking to hold them accountable for the mental health crisis among youth.
The lawsuits came recently from the public schools in Seattle, Washington an… [+4805 chars]",2023-01-21T22:01:44Z
social media,mental health,NewsAPI,Discover Magazine,What Is a Social Media Cleanse?,Sean Mowbray,Mental Health,"The idea of detoxing from social media use has been on the rise alongside the growing popularity of Twitter, Facebook and other digital apps. Research suggests that taking a break might benefit your mental health.","People are generally spending more time on social media than they were prior to the COVID-19 pandemic.
On average, social media users log around two and a half hours per day on social channels, acco… [+3690 chars]",2023-01-26T15:00:00Z
social media,mental health,NewsAPI,Biztoc.com,US schools sue social media platforms for 'harming' mental health,euronews.com,Mental Health,"From increasing anxiety and depression among students to suicide attempts: schools officials in Seattle, the US, have filed a complaint against social media platforms such as Facebook and TikTok, accusing them of ""harming"" young people's mental health. The co…","From increasing anxiety and depression among students to suicide attempts: schools officials in Seattle, the US, have filed a complaint against social media platforms such as Facebook and TikTok, acc… [+308 chars]",2023-01-10T08:58:05Z
social media,(K-12 OR schools),NewsAPI,The Guardian,‘We see misogyny every day’: how Andrew Tate’s twisted ideology infiltrated British schools,Sally Weale,In Society,"A year ago, most teachers had never heard of the ex-kickboxer and social media influencer. Now, his toxic machismo is the talk of the playground – and the staffroomDaniel is 10. He likes football, Fifa, the gaming website Poki, coding and basketball. Last yea…","Daniel is 10. He likes football, Fifa, the gaming website Poki, coding and basketball. Last year, he asked his dad if he had ever heard of Andrew Tate. I hadnt, admits his father, Nick, who went away… [+12740 chars]",2023-02-02T10:00:00Z
social media,(K-12 OR schools),NewsAPI,The Guardian,Parents and teachers: what is being done to educate young people on misogyny at your school?,Guardian community team,In Society,"We want to hear from parents and teachers about what is being done to educate pupils on misogyny in schools The recent arrest of Andrew Tate made many aware of the controversial media personality and self-proclaimed misogynist for the first time. But Tate, an…","The recent arrest of Andrew Tate made many aware of the controversial media personality and self-proclaimed misogynist for the first time. But Tate, and other internet figures promoting misogynistic … [+1374 chars]",2023-01-25T13:27:30Z
social media,(K-12 OR schools),NewsAPI,Relevantmagazine.com,U.K. Schools Are Adding Curriculum to Re-Educate Teens Brainwashed by Andrew Tate,RELEVANT,Education,"Teachers in the United Kingdom are being forced to address the toxic views of Andrew Tate, a British reality TV star and self–described misogynist, who has amassed a large following of mostly young male followers on social media. Tate, who is currently locked…","Teachers in the United Kingdom are being forced to address the toxic views of Andrew Tate, a British reality TV star and self–described misogynist, who has amassed a large following of mostly young m… [+1971 chars]",2023-01-09T17:33:03Z
social media,(K-12 OR schools),NewsAPI,Edsurge.com,When Does Posting Photos of Students Become a Data Privacy Problem?,Nadia Tamez-Robledo,In Society,"Public schools are online just as much as their students, it seems, with profiles across social media. Their Facebook pages contain not just ...","Public schools are online just as much as their students, it seems, with profiles across social media. Their Facebook pages contain not just announcements but photos from events on campusgraduations,… [+4446 chars]",2023-01-09T14:08:36Z
social media,(K-12 OR schools),NewsAPI,Raw Story,High school student 'accidentally' broadcast racist comments during basketball game,Sky Palma,Education,"A high school student in Oregon is hot water and a school district is investigating after racist comments were broadcasted during a Umatilla High School basketball game on January 20, NBC News reports. The Umatilla School District found that a student was pla…","A high school student in Oregon is hot water and a school district is investigating after racist comments were broadcasted during a Umatilla High School basketball game on January 20, NBC News report… [+1538 chars]",2023-01-24T14:50:24Z
social media,(K-12 OR schools),NewsAPI,Biztoc.com,New Jersey mandates media literacy for K-12 students,fastcompany.com,Education,"As misinformation and conspiracy theories continue to proliferate online, it’s not enough that social media platforms attempt to prevent misleading content. They may never stop the deluge of disinformation, so experts have also started calling for more media …","As misinformation and conspiracy theories continue to proliferate online, its not enough that social media platforms attempt to prevent misleading content. They may never stop the deluge of disinform… [+457 chars]",2023-01-05T20:58:05Z
social media,(K-12 OR schools),NewsAPI,Biztoc.com,Is America overreacting to TikTok with all of its new bans at high schools and colleges? Probably not.,fortune.com,Education,"A growing number of public schools and colleges in the U.S. are moving to ban TikTok – the popular Chinese-owned social media app that allows users to share short videos. They are following the lead of the federal government and several states, that are banis…","A growing number of public schools and colleges in the U.S. are moving to ban TikTok the popular Chinese-owned social media app that allows users to share short videos.
They are following the lead o… [+305 chars]",2023-01-18T19:48:04Z
social media,(K-12 OR schools),NewsAPI,TheBlaze,High school teacher mistakenly emails message containing sexually explicit photos to all students: report,Dave Urbanski,In Society,"A Maryland high school teacher mistakenly emailed a message containing sexually explicit photos to all students, WTTG-TV reported.What are the details?Taryn Washington — principal of Dr. Henry A. Wise Jr. High School in Upper Marlboro — sent a letter Friday t…","A Maryland high school teacher mistakenly emailed a message containing sexually explicit photos to all students, WTTG-TV reported.
What are the details?
Taryn Washington principal of Dr. Henry A. W… [+2619 chars]",2023-01-14T14:53:00Z
(tablet OR iPad OR iPhone OR smart phone),children,NewsAPI,AppleInsider,"Children will make $1,000 orders on your phone - if you let them",news@appleinsider.com (Wesley Hilliard),In Society,"Handing a young child an unlocked iPhone can buy a moment of peace, but it can also cost you $1,000 worth of GrubHub if proper parental controls aren't set up. Here's how to stop this from happening to you.GrubHub doesn't have any obstacles to making a quick …","GrubHub doesn't have any obstacles to making a quick purchase
AppleInsider may earn an affiliate commission on purchases made through links on our site.
Handing a young child an unlocked iPhone can… [+2569 chars]",2023-02-01T14:14:07Z
(tablet OR iPad OR iPhone OR smart phone),children,NewsAPI,Daily Mail,Cell phone video game helping wean ADHD children off Adderall could be downloadable in US in MONTHS,Caitlin Tilley,In Society,"The StarRuckus app uses video-style games to generate ADHD likelihood percentages in under half an hour with 93 percent accuracy, Korean digital therapeutics company eMotiv claims.","A cell phone video game that helps wean ADHD children off Adderall could be downloadable in the US in months  amid an over-prescription crisis of the drug.
StarRuckus, developed by Korean digital th… [+4268 chars]",2023-01-08T22:18:06Z
(tablet OR iPad OR iPhone OR smart phone),children,NewsAPI,Raw Story,What you need to know about cellphone radiation,Pro Publica,Mental Health,"To many people, the notion that cellphones or cell towers might present a health risk long ago receded into a realm somewhere between trivial concern and conspiracy theory. For decades, the wireless industry has dismissed such ideas as fearmongering, and fede…","To many people, the notion that cellphones or cell towers might present a health risk long ago receded into a realm somewhere between trivial concern and conspiracy theory. For decades, the wireless … [+7771 chars]",2023-01-05T09:14:58Z
(tablet OR iPad OR iPhone OR smart phone),children,NewsAPI,Biztoc.com,Video: 6-year-old orders $1k worth of GrubHub on dad's phone,cnn.com,In Society,"Man let 6-year-old son play with his phone. See what ended up happening CNN Michigan boy, 6, spends $1k on Grubhub: ‘Doorbell just kept ringing, cars kept coming’ MLive.com 6-year-old runs up $1000 Grubhub order with dad's phone FOX 2 Detroit Children will ma…","Man let 6-year-old son play with his phone. See what ended up happening CNNMichigan boy, 6, spends $1k on Grubhub: Doorbell just kept ringing, cars kept coming MLive.com6-year-old runs up $1000 Grubh… [+287 chars]",2023-02-01T14:36:07Z
(tablet OR iPad OR iPhone OR smart phone),children,NewsAPI,Daily Mail,What age SHOULD you give your child their first phone? Experts weigh in - with surprising results,Fiona Jackson,Mental Health,"As a result of widespread usage and their links to poor mental and physical health, many experts have weighed in on when they think children should be given their first smartphone.","Over the past two decades, a technological revolution has made accessing the internet an incredibly easy thing to do.
Its evolution from dial-up to Wi-Fi, and 3G to 5G, all improved accessibility, b… [+15265 chars]",2023-01-20T15:23:23Z
